epoch,acc,loss,val_acc,val_loss
0,0.333333341341,4.40086273839,0.428571438742,7.4313370822
1,0.353741504809,4.92366534269,0.476190491565,4.62355531113
2,0.299319733264,5.42856944398,0.555555573768,4.40580811765
3,0.306122455467,4.35957411722,0.492063504599,1.43375551133
4,0.380952390684,4.7530421866,0.476190489436,1.99030753497
5,0.326530619037,5.58580680688,0.476190489436,6.63687902405
6,0.346938782606,4.69962737775,0.492063506728,1.62943741253
7,0.333333340226,4.30219388961,0.555555569038,1.2726083237
8,0.408163277876,3.25070021509,0.492063503417,1.28273115366
9,0.408163274936,3.59948295821,0.460317471198,1.31512291753
10,0.353741504911,3.84431645213,0.492063503417,1.35422013014
11,0.408163275342,3.68126406617,0.507936519526,1.08553332469
12,0.38095238967,4.05945366053,0.444444456034,1.31764072653
13,0.360544227621,4.81126956348,0.47619048849,2.7824620297
14,0.469387765543,2.95384258904,0.507936520709,1.66690323892
15,0.462585045367,3.27302201528,0.396825405104,1.63085460568
16,0.448979603494,3.50994187735,0.476190486125,2.07020486631
17,0.408163275342,3.2750393507,0.507936518344,1.87748987145
18,0.387755111367,3.17864572434,0.42857143614,1.89712170949
19,0.401360555267,3.38125847756,0.460317468359,1.46679394302
20,0.32653062005,2.96362080927,0.444444453432,1.42389863256
21,0.360544226101,3.16350517518,0.444444453432,1.02952425631
22,0.414965996633,3.41017588466,0.460317470725,0.947952574681
23,0.414965996531,2.75632165301,0.507936520472,1.18080656869
24,0.35374150339,3.09137522019,0.428571440871,0.86405661371
25,0.428571439418,3.14924460366,0.539682551745,0.854455660733
26,0.346938784633,3.18691028057,0.507936518344,1.55211178887
27,0.39455783205,2.84801133535,0.428571437796,1.47245874906
28,0.312925176758,2.80809604534,0.444444457453,1.46657146726
29,0.367346946277,2.61021168865,0.555555564307,0.752269486113
30,0.36734694729,3.33027890446,0.365079374067,2.49914112072
31,0.408163276457,3.19753283201,0.317460324556,1.41267611015
32,0.360544225492,3.07868603886,0.444444457453,2.67622771055
33,0.353741505316,2.73493000247,0.53968254938,1.24543645741
34,0.346938783113,2.90452275187,0.507936519526,1.19697741999
35,0.414965997038,2.50799251312,0.476190490855,1.34472102021
36,0.414965998153,2.54166647934,0.444444453905,1.25366918246
37,0.353741501768,2.8998729248,0.539682554111,1.21429679223
38,0.401360553746,2.56785986922,0.57142858633,1.45707672929
39,0.360544225492,2.74643961832,0.444444455088,1.18963758009
40,0.414965997646,3.06846611719,0.20634921108,4.25516477606
41,0.40816327595,3.77387183337,0.206349210843,4.17996675486
42,0.374149669494,3.37205953136,0.0952380968938,4.60777211095
43,0.380952390076,3.35605049681,0.111111113003,5.0055055694
44,0.360544226607,3.04545484554,0.396825405577,2.73821034413
45,0.360544226101,3.30041660926,0.555555567618,1.4780135448
46,0.442176881899,2.71191036884,0.539682555293,1.04464124687
47,0.414965995518,2.37733076178,0.634920646037,1.24133670898
48,0.40816327595,2.60338022818,0.142857145222,4.98540770345
49,0.421768718228,2.48158805366,0.142857145459,5.23615216357
50,0.306122455062,2.68312096555,0.142857146642,6.19719838812
51,0.326530619543,3.51543686686,0.111111113003,6.48453446229
52,0.319727897948,3.33362689999,0.126984129349,6.41934744233
53,0.374149669393,2.71446078995,0.174603176495,6.1801558487
54,0.353741503796,2.77135334635,0.142857145459,6.19370904423
55,0.394557832557,2.39799324448,0.190476192605,5.95132223008
56,0.41496599714,2.22980002136,0.238095244481,5.70528848398
57,0.340136059896,2.61613773225,0.206349209661,5.72748733513
58,0.367346947189,2.6134077858,0.0952380968938,5.97761212644
59,0.387755110759,2.77850877468,0.206349209661,5.96975906501
60,0.421768717721,2.80371630334,0.238095242116,5.75185861474
61,0.408163275848,2.81389206242,0.20634921108,5.9772703553
62,0.374149668886,3.74129391892,0.365079371939,3.64995661993
63,0.299319735392,4.73901111496,0.380952390413,2.40648133414
64,0.387755111367,3.82632763876,0.539682550563,1.34050549448
65,0.374149667872,4.88500749882,0.539682552691,1.70725787348
66,0.401360554152,4.11799642058,0.555555569038,2.46776192056
67,0.421768716809,4.15987617994,0.206349209424,5.72971688471
68,0.421768716809,2.76106687346,0.460317469542,4.40751327219
69,0.374149668379,3.38133245555,0.269841275281,4.10627206829
70,0.394557832557,3.91311142842,0.412698423815,1.5691743266
71,0.421768717316,3.4181830731,0.460317472144,0.90068568786
72,0.421768717823,3.74564180548,0.412698423815,1.55414653865
73,0.367346946277,3.78162928108,0.412698422396,2.14485209329
74,0.387755110252,3.50432563558,0.412698422633,8.12343332881
75,0.367346948203,4.49694558025,0.285714292337,3.41854624048
76,0.36734694729,4.48093211772,0.460317474746,2.09996891306
77,0.353741506431,4.39962641722,0.317460323373,1.38501421137
78,0.30612245496,3.4242900979,0.523809536818,0.848615767464
79,0.387755111265,3.53717090118,0.492063505545,0.827602933324
80,0.394557833976,3.30734607354,0.476190491565,0.884598434918
81,0.346938784633,3.31476818299,0.492063509093,0.837785497544
82,0.367346946784,3.49202661956,0.492063506728,0.865790570539
83,0.421768718836,3.31268201758,0.476190491801,0.872018268184
84,0.476190489267,3.13037295041,0.492063509093,0.82962626408
85,0.394557831441,3.13451951418,0.523809535399,0.809932989734
86,0.360544226607,3.32314521764,0.523809534453,0.803605269818
87,0.41496599714,3.49097688466,0.507936519526,0.805011225125
88,0.333333341747,3.6234499954,0.507936519526,0.81214270043
89,0.408163273922,3.28665683951,0.507936519526,0.803441515991
90,0.278911570201,3.03964326414,0.492063506728,0.821299989072
91,0.401360553239,3.1199440948,0.4444444584,0.815207249588
92,0.435374159087,3.49419924941,0.523809534453,0.83965259885
93,0.387755110353,3.34855906452,0.507936519526,0.802505183788
94,0.387755110759,3.27687176596,0.317460325739,7.25069783604
95,0.394557833063,2.69823839389,0.380952388994,2.9662897426
96,0.401360552733,2.86426462507,0.285714292337,5.2448564607
97,0.346938783113,2.77690623082,0.285714292337,4.07769991481
98,0.380952389062,3.28045129229,0.317460324556,4.08948842306
99,0.367346946784,2.30443622831,0.333333340666,3.77257389019
100,0.346938782707,2.99400482028,0.333333340666,3.30108179649
101,0.414965996025,3.12771757221,0.333333341848,3.05742556046
102,0.353741504303,3.16482002739,0.365079374067,2.51023277215
103,0.408163275848,3.59980111544,0.396825405104,2.34219952046
104,0.353741504911,2.61188314967,0.365079372885,2.31443568544
105,0.408163275342,3.13764742807,0.412698422396,2.2691855705
106,0.414965997038,2.65271514573,0.380952388994,2.30036079411
107,0.394557831441,2.66272493203,0.412698423579,1.77656099531
108,0.374149667872,2.66732542774,0.492063505545,1.75524917008
109,0.448979605015,2.65020084888,0.412698423579,2.54791621367
110,0.428571438404,3.04051067047,0.111111112767,6.44725495293
111,0.326530620557,2.84369858633,0.111111112767,6.67540658466
112,0.387755111874,2.64056419819,0.476190489199,2.34230367059
113,0.374149669494,3.0776685898,0.36507937525,2.74217319489
114,0.414965995518,2.54852404866,0.349206356775,1.59957563026
115,0.462585045367,2.30862405511,0.507936524966,2.0459918815
116,0.346938784633,2.45538709297,0.476190491565,2.2864009317
117,0.39455783357,2.22595247363,0.492063506492,1.82807342968
118,0.448979601467,2.21771791577,0.523809535399,1.06495993005
119,0.387755111772,2.61799623366,0.539682551745,1.79262792875
120,0.326530619037,2.85150367042,0.460317474509,0.798589030429
121,0.367346946784,3.19162437097,0.444444454852,7.09490289953
122,0.408163273922,3.16904227192,0.571428583964,1.40005078794
123,0.387755110252,3.30268562205,0.492063505545,0.833619316419
124,0.401360552631,2.75985837611,0.555555569038,0.788183781836
125,0.374149668886,3.07508328881,0.523809536818,0.827811676831
126,0.360544225999,2.89229102747,0.444444457217,1.10929455738
127,0.360544227013,2.8959593485,0.492063505782,0.908185283343
128,0.360544225999,3.77724695895,0.444444457217,2.03476941018
129,0.353741504303,3.86056215909,0.190476193551,6.31353347074
130,0.455782325698,3.96252996358,0.190476194734,6.95194639478
131,0.367346946784,3.40005060321,0.126984130295,6.71523224361
132,0.421768717823,3.26648307536,0.126984130295,8.34071271382
133,0.346938784127,2.93736636639,0.174603177205,8.34066675958
134,0.414965996531,2.7817530332,0.349206358194,8.34053058094
135,0.42176871985,2.35931534386,0.0476190483286,8.34029919761
136,0.421768716708,3.0776953833,0.0,8.3402421096
137,0.360544225594,2.83599193972,0.0,8.3399383227
138,0.306122456582,2.83486606475,0.0,8.33954842885
139,0.401360553239,2.98322572615,0.0,8.33920144278
140,0.353741505823,2.83462567029,0.285714292574,8.3389364727
141,0.448979601467,2.69075700539,0.0,8.33873784353
142,0.346938782099,2.57402657895,0.0,8.33835992359
143,0.360544225594,2.71007188364,0.0,8.33799805717
144,0.401360553746,2.86885123107,0.0,8.33760299001
145,0.408163275342,2.68354007135,0.0,8.33717883201
146,0.455782325698,2.74721894013,0.0317460322191,8.33673468469
147,0.47619048876,3.16583966033,0.269841276464,8.336294757
148,0.428571439925,2.63437314646,0.285714292574,7.9365529295
